kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
HASPIN	Other	37	821	26	644	482	10640	0.9948398117870625	-0.0074638519902649	0.5381078216988834	0.9999999957465616	0.2691306951938407	1.8472448211683968e-9	0.8912141439653617	-0.16615596581493453	0.7483764255888006	0.9999999209815102	0.1258799015541126	3.4317295423232916e-8	upregulated set	0.9948398117870625	-0.0074638519902649	0.5381078216988834	0.9999999957465616	0.2691306951938407	1.8472448211683968e-9
PASK	CAMK	43	821	23	644	468	10640	1.1907513247342723	0.25187215372944044	0.15060539274141757	0.7480890819778611	0.8221594770336669	0.12604668354212886	0.811965811965812	-0.3005091112524567	0.8655824915088285	0.9999999209815102	0.06269153680081993	3.4317295423232916e-8	upregulated set	1.1907513247342723	0.25187215372944044	0.15060539274141757	0.7480890819778611	0.8221594770336669	0.12604668354212886
MPSK1	Other	65	821	70	644	1026	10640	0.8210402851084946	-0.2844750839678524	0.956745242632834	0.9999999957465616	0.019203688605365726	1.8472448211683968e-9	1.1272141706924315	0.17276165361184725	0.17001530198672912	0.6282272744143772	0.7695119888021545	0.2018832126835662	downregulated set	0.8871428571428572	-0.17276165361184725	0.17001530198672912	0.6282272744143772	0.7695119888021545	0.2018832126835662
AMPKA2	CAMK	27	821	38	644	368	10640	0.9508552666419531	-0.07270233528279718	0.6304662308539914	0.9999999957465616	0.2003381702273436	1.8472448211683968e-9	1.7060491493383743	0.7706592096605076	0.0017732282759180679	0.03358051047519841	2.7512353520527855	1.4739127062064052	downregulated set	0.5861495844875346	-0.7706592096605076	0.0017732282759180679	0.03358051047519841	2.7512353520527855	1.4739127062064052
PRKD3	CAMK	11	821	22	644	247	10640	0.577157312845498	-0.7929634943366334	0.9807403164991356	0.9999999957465616	0.008445971255273422	1.8472448211683968e-9	1.4715719063545152	0.5573580393265547	0.05654603491888656	0.3100291976422489	1.247597842961715	0.5085974036567137	downregulated set	0.6795454545454545	-0.5573580393265547	0.05654603491888656	0.3100291976422489	1.247597842961715	0.5085974036567137
ULK2	Other	40	821	31	644	672	10640	0.7714169711733657	-0.374417209280651	0.9615170501874472	0.9999999957465616	0.017043010191314996	1.8472448211683968e-9	0.7621635610766045	-0.39182746011795017	0.9511186431183023	0.9999999209815102	0.021765305525503698	3.4317295423232916e-8	upregulated set	0.7714169711733657	-0.374417209280651	0.9615170501874472	0.9999999957465616	0.017043010191314996	1.8472448211683968e-9
AMPKA1	CAMK	29	821	41	644	383	10640	0.98129072677719	-0.027247468186638053	0.5683162255196929	0.9999999957465616	0.2454099446009214	1.8472448211683968e-9	1.7686457032580314	0.8226450749670615	0.0006256815166196388	0.021064611059527838	3.203646674411425	1.6764465553484447	downregulated set	0.5654043645699616	-0.8226450749670615	0.0006256815166196388	0.021064611059527838	3.203646674411425	1.6764465553484447
PRKD2	CAMK	19	821	33	644	347	10640	0.7096146893329636	-0.49489222052392834	0.949552666608043	0.9999999957465616	0.02248094226669456	1.8472448211683968e-9	1.5712316752286681	0.6518959190541276	0.0104888803055706	0.08793652616753513	1.9792708705353623	1.0558306946870792	downregulated set	0.6364433811802233	-0.6518959190541276	0.0104888803055706	0.08793652616753513	1.9792708705353623	1.0558306946870792
ULK1	Other	43	821	38	644	750	10640	0.7430288266341859	-0.4285099120703983	0.9823861814291159	0.9999999957465616	0.007717755090622204	1.8472448211683968e-9	0.8371014492753623	-0.25652561966572274	0.8848623019850985	0.9999999209815102	0.053124306862411125	3.4317295423232916e-8	downregulated set	1.1945983379501384	0.25652561966572274	0.8848623019850985	0.9999999209815102	0.053124306862411125	3.4317295423232916e-8
PRKD1	CAMK	39	821	42	644	675	10640	0.748788740018947	-0.4173693544651979	0.9744753707781897	0.9999999957465616	0.011229132914031445	1.8472448211683968e-9	1.0280193236714974	0.03986738311450176	0.4531787727509034	0.9159863366821636	0.34373044102632566	0.03811100444109852	downregulated set	0.9727443609022558	-0.03986738311450176	0.4531787727509034	0.9159863366821636	0.34373044102632566	0.03811100444109852
WNK4	Other	19	821	30	644	435	10640	0.5660604533299732	-0.8209719586817581	0.9973084969576596	0.9999999957465616	0.001170480803186834	1.8472448211683968e-9	1.139430284857571	0.18831265714636264	0.26692735698878417	0.7488795293296444	0.5736069137343464	0.12558804071899105	downregulated set	0.8776315789473685	-0.18831265714636264	0.26692735698878417	0.7488795293296444	0.5736069137343464	0.12558804071899105
NLK	CMGC	38	821	37	644	533	10640	0.9239635917393559	-0.11409209070484329	0.7094602763269668	0.9999999957465616	0.14907191628115926	1.8472448211683968e-9	1.1469124724692061	0.19775529514370868	0.22756906696876275	0.7206626873022082	0.6428867710896449	0.14226796318858353	downregulated set	0.8719061166429589	-0.19775529514370868	0.22756906696876275	0.7206626873022082	0.6428867710896449	0.14226796318858353
TTBK1	CK1	53	821	53	644	852	10640	0.8061850600149822	-0.310817047051892	0.9542365551607435	0.9999999957465616	0.020343950383981586	1.8472448211683968e-9	1.0277607675035723	0.03950448661129605	0.44228286671621075	0.9159863366821636	0.35429988413193	0.03811100444109852	downregulated set	0.9729890764647466	-0.03950448661129605	0.44228286671621075	0.9159863366821636	0.35429988413193	0.03811100444109852
TTBK2	CK1	45	821	40	644	674	10640	0.8652688875475736	-0.20877956624143654	0.8528691842793031	0.9999999957465616	0.06911757715892987	1.8472448211683968e-9	0.9805186427557734	-0.02838303402056124	0.5743608769367253	0.9999999209815102	0.24081515008392773	3.4317295423232916e-8	downregulated set	1.0198684210526316	0.02838303402056124	0.5743608769367253	0.9999999209815102	0.24081515008392773	3.4317295423232916e-8
NUAK1	CAMK	17	821	21	644	295	10640	0.7468362270071638	-0.42113618438811684	0.9078519460445446	0.9999999957465616	0.04198497114696194	1.8472448211683968e-9	1.176123802505527	0.2340399308034917	0.2649851722568694	0.7488795293296444	0.5767784271469185	0.12558804071899105	downregulated set	0.850250626566416	-0.2340399308034917	0.2649851722568694	0.7488795293296444	0.5767784271469185	0.12558804071899105
NUAK2	CAMK	15	821	21	644	231	10640	0.8415457867345808	-0.24888632719679202	0.7784728947635066	0.9999999957465616	0.10875650430276253	1.8472448211683968e-9	1.50197628458498	0.5868620336366375	0.05228204733150779	0.2988954781405068	1.2816474140645793	0.5244806551630633	downregulated set	0.6657894736842106	-0.5868620336366375	0.05228204733150779	0.2988954781405068	1.2816474140645793	0.5244806551630633
TAK1	TKL	58	821	45	644	931	10640	0.8073777623107709	-0.30868424382047444	0.9603682197026014	0.9999999957465616	0.017562219956282096	1.8472448211683968e-9	0.7985803016858917	-0.3244906089551842	0.9504620055959355	0.9999999209815102	0.022065239229711354	3.4317295423232916e-8	upregulated set	0.8073777623107709	-0.30868424382047444	0.9603682197026014	0.9999999957465616	0.017562219956282096	1.8472448211683968e-9
NIM1	CAMK	44	821	35	644	549	10640	1.0386729054487287	0.054741398242845886	0.42572995886888004	0.9999999957465616	0.3708657871880666	1.8472448211683968e-9	1.0532984873683378	0.07491433021370288	0.40617996630360304	0.8780669039258627	0.39128150076961277	0.05647239195399212	downregulated set	0.9493984962406015	-0.07491433021370288	0.40617996630360304	0.8780669039258627	0.39128150076961277	0.05647239195399212
CDK17	CMGC	55	821	56	644	748	10640	0.9529268467435695	-0.06956262775222992	0.6607396849660907	0.9999999957465616	0.17996960806348597	1.8472448211683968e-9	1.236921646128807	0.3067541144439022	0.06763700021142825	0.3305485655493993	1.1698156621699998	0.4807647231659486	downregulated set	0.8084586466165414	-0.3067541144439022	0.06763700021142825	0.3305485655493993	1.1698156621699998	0.4807647231659486
PLK4	Other	38	821	44	644	694	10640	0.7096146893329636	-0.49489222052392834	0.9891733458772688	0.9999999957465616	0.0047275945897332725	1.8472448211683968e-9	1.0474877834857788	0.06693341833297137	0.4026201685045848	0.8776540363804979	0.39510447373235896	0.056676645484149024	downregulated set	0.9546650717703349	-0.06693341833297137	0.4026201685045848	0.8776540363804979	0.39510447373235896	0.056676645484149024
SRPK2	CMGC	22	821	22	644	338	10640	0.8435376110818817	-0.2454756990341398	0.8120050973861412	0.9999999957465616	0.09044124445374493	1.8472448211683968e-9	1.0753794700282995	0.10484583462904794	0.4010616573257673	0.8776540363804979	0.39678885586379314	0.056676645484149024	downregulated set	0.9299043062200957	-0.10484583462904794	0.4010616573257673	0.8776540363804979	0.39678885586379314	0.056676645484149024
CDK18	CMGC	58	821	61	644	761	10640	0.9877381034314423	-0.017799529765226276	0.5586097411900367	0.9999999957465616	0.2528914952225662	1.8472448211683968e-9	1.3243443981031822	0.40527834633327564	0.019644258406645236	0.14171929279079779	1.7067643616590455	0.8485710235546409	downregulated set	0.7550905953408111	-0.40527834633327564	0.019644258406645236	0.14171929279079779	1.7067643616590455	0.8485710235546409
PLK3	Other	73	821	17	644	519	10640	1.8228627619403004	0.8662059491328837	0.000002703537296849128	0.00006301321545732967	5.56806763470532	4.200568358509852	0.5411744994554746	-0.8858342348336065	0.9980945629012431	0.9999999209815102	0.0008283102149608524	3.4317295423232916e-8	upregulated set	1.8228627619403004	0.8662059491328837	0.000002703537296849128	0.00006301321545732967	5.56806763470532	4.200568358509852
SRPK3	CMGC	23	821	25	644	331	10640	0.9005302648380318	-0.15115333213945784	0.719084208953717	0.9999999957465616	0.14322024822285373	1.8472448211683968e-9	1.2478654932352553	0.31946243524144174	0.16499208640839064	0.6249075272717796	0.7825368855532924	0.20418424404293092	downregulated set	0.8013684210526317	-0.31946243524144174	0.16499208640839064	0.6249075272717796	0.7825368855532924	0.20418424404293092
CDK19	CMGC	75	821	76	644	922	10640	1.0542140820807386	0.0761678686772902	0.34139642821295024	0.9999999957465616	0.46674102691056696	1.8472448211683968e-9	1.3618787135716308	0.44559822528818266	0.0052475302741455945	0.06200648047405781	2.280045047198835	1.2075629187751973	downregulated set	0.7342797783933517	-0.44559822528818266	0.0052475302741455945	0.06200648047405781	2.280045047198835	1.2075629187751973
MEKK6	STE	30	821	42	644	761	10640	0.5108990190162633	-0.9688899292842797	0.999986839347605	0.9999999957465616	0.0000057156363242220565	1.8472448211683968e-9	0.911843683939896	-0.1331415684508502	0.7493732778825415	0.9999999209815102	0.12530179759806864	3.4317295423232916e-8	downregulated set	1.0966791979949875	0.1331415684508502	0.7493732778825415	0.9999999209815102	0.12530179759806864	3.4317295423232916e-8
MEKK1	STE	35	821	27	644	584	10640	0.7767006490581149	-0.36456942332430364	0.9465034304290948	0.9999999957465616	0.0238778076761732	1.8472448211683968e-9	0.7638475282906493	-0.3886434044426136	0.937673645484298	0.9999999209815102	0.027948290221675956	3.4317295423232916e-8	upregulated set	0.7767006490581149	-0.36456942332430364	0.9465034304290948	0.9999999957465616	0.0238778076761732	1.8472448211683968e-9
MEKK3	STE	31	821	26	644	456	10640	0.8810393828664231	-0.1827215851671192	0.7819424554820298	0.9999999957465616	0.10682520625750658	1.8472448211683968e-9	0.9420289855072463	-0.0861566437497146	0.6480263559341435	0.9999999209815102	0.1884073305429941	3.4317295423232916e-8	downregulated set	1.0615384615384615	0.0861566437497146	0.6480263559341435	0.9999999209815102	0.1884073305429941	3.4317295423232916e-8
PLK2	Other	92	821	11	644	625	10640	1.9076833130328867	0.9318216951183107	1.8154752071738327e-8	5.500889877736713e-7	7.741009677602709	6.259567049100404	0.2907826086956522	-1.781987108638217	0.9999999209815102	0.9999999209815102	3.4317295423232916e-8	3.4317295423232916e-8	upregulated set	1.9076833130328867	0.9318216951183107	1.8154752071738327e-8	5.500889877736713e-7	7.741009677602709	6.259567049100404
MEKK2	STE	40	821	25	644	622	10640	0.8334279817178485	-0.26287055663249326	0.8928027403622091	0.9999999957465616	0.04924448538414058	1.8472448211683968e-9	0.6640570390046133	-0.5906209280819431	0.9884150634255213	0.9999999209815102	0.0050606445804271235	3.4317295423232916e-8	upregulated set	0.8334279817178485	-0.26287055663249326	0.8928027403622091	0.9999999957465616	0.04924448538414058	1.8472448211683968e-9
PLK1	Other	63	821	24	644	550	10640	1.4844867677998006	0.5699642336986416	0.0021520155689694885	0.021735357246591834	2.6671545910478978	1.6628332172652553	0.7209486166007906	-0.4720316554169307	0.9612816767842806	0.9999999209815102	0.017149335798107568	3.4317295423232916e-8	upregulated set	1.4844867677998006	0.5699642336986416	0.0021520155689694885	0.021735357246591834	2.6671545910478978	1.6628332172652553
QSK	CAMK	33	821	41	644	522	10640	0.8192980245565402	-0.287539758600684	0.8920036289845559	0.9999999957465616	0.04963337875755231	1.8472448211683968e-9	1.2976844910877892	0.3759396603221339	0.06312888064214058	0.32267572458395793	1.1997719112152008	0.4912337060426225	downregulated set	0.7706033376123237	-0.3759396603221339	0.06312888064214058	0.32267572458395793	1.1997719112152008	0.4912337060426225
BRAF	TKL	71	821	34	644	806	10640	1.1416205498952738	0.1910832095874618	0.14801591607829456	0.7474803761953875	0.8296915826231012	0.1264002045044398	0.6969468119538246	-0.520879535003693	0.9899265718546582	0.9999999209815102	0.004397018150949239	3.4317295423232916e-8	upregulated set	1.1416205498952738	0.1910832095874618	0.14801591607829456	0.7474803761953875	0.8296915826231012	0.1264002045044398
CDC7	Other	92	821	31	644	769	10640	1.550457829187977	0.6326942867059336	0.00005218931531346679	0.0007906681269990219	4.282418400740511	3.1020057679021873	0.6660258947249392	-0.5863498253010163	0.993968899437437	0.9999999209815102	0.0026272041479703705	3.4317295423232916e-8	upregulated set	1.550457829187977	0.6326942867059336	0.00005218931531346679	0.0007906681269990219	4.282418400740511	3.1020057679021873
HPK1	STE	18	821	18	644	334	10640	0.6984326110264246	-0.5178071724209927	0.9530168886945088	0.9999999957465616	0.02089940303235412	1.8472448211683968e-9	0.8903931267898985	-0.1674856387578049	0.7202216185333107	0.9999999209815102	0.14253384676810388	3.4317295423232916e-8	downregulated set	1.1230994152046783	0.1674856387578049	0.7202216185333107	0.9999999209815102	0.14253384676810388	3.4317295423232916e-8
SRPK1	CMGC	27	821	32	644	392	10640	0.8926396380720376	-0.16385022334099247	0.7467861887579158	0.9999999957465616	0.12680372259453218	1.8472448211683968e-9	1.3487133984028394	0.4315838081587268	0.06389618308593227	0.32267572458395793	1.1945250841612838	0.4912337060426225	downregulated set	0.7414473684210526	-0.4315838081587268	0.06389618308593227	0.32267572458395793	1.1945250841612838	0.4912337060426225
ICK	CMGC	30	821	37	644	402	10640	0.9671496355009361	-0.0481889769596631	0.5992772575994801	0.9999999957465616	0.22237220334216248	1.8472448211683968e-9	1.5206575816569325	0.604695326723956	0.011028343215730478	0.08793652616753513	1.9574897265725741	1.0558306946870792	downregulated set	0.6576102418207682	-0.604695326723956	0.011028343215730478	0.08793652616753513	1.9574897265725741	1.0558306946870792
NDR1	AGC	12	821	12	644	170	10640	0.9148097728738268	-0.12845631680579833	0.6599525596780071	0.9999999957465616	0.1804872823529246	1.8472448211683968e-9	1.1662404092071612	0.2218652168573895	0.34515255516517473	0.8195861928449953	0.4619889071807074	0.0864053665491954	downregulated set	0.8574561403508771	-0.2218652168573895	0.34515255516517473	0.8195861928449953	0.4619889071807074	0.0864053665491954
NDR2	AGC	27	821	18	644	409	10640	0.8555372570274786	-0.22509741216753304	0.8137031626021827	0.9999999957465616	0.08953399603829665	1.8472448211683968e-9	0.7271181035399171	-0.4597383792255014	0.9332844404649845	0.9999999209815102	0.029985974583642196	3.4317295423232916e-8	upregulated set	0.8555372570274786	-0.22509741216753304	0.8137031626021827	0.9999999957465616	0.08953399603829665	1.8472448211683968e-9
CHK2	CAMK	10	821	17	644	214	10640	0.6055983698931096	-0.7235667729030376	0.9642425951205617	0.9999999957465616	0.015813687603872712	1.8472448211683968e-9	1.3124746038195856	0.3922895071231275	0.1694761969729214	0.6282272744143772	0.7708912900817505	0.2018832126835662	downregulated set	0.7619195046439629	-0.3922895071231275	0.1694761969729214	0.6282272744143772	0.7708912900817505	0.2018832126835662
CHK1	CAMK	47	821	35	644	610	10640	0.9985423613745733	-0.0021044621618639373	0.5271791885714542	0.9999999957465616	0.2780417426989056	1.8472448211683968e-9	0.9479686386315039	-0.07708876323134718	0.6497423018294075	0.9999999209815102	0.1872588573333978	3.4317295423232916e-8	upregulated set	0.9985423613745733	-0.0021044621618639373	0.5271791885714542	0.9999999957465616	0.2780417426989056	1.8472448211683968e-9
WNK1	Other	19	821	14	644	267	10640	0.9222333228409676	-0.1167962996332214	0.6686267761919201	0.9999999957465616	0.17481623540191796	1.8472448211683968e-9	0.8663084188242957	-0.20704735735601495	0.7388340275647359	0.9999999209815102	0.1314531110075318	3.4317295423232916e-8	upregulated set	0.9222333228409676	-0.1167962996332214	0.6686267761919201	0.9999999957465616	0.17481623540191796	1.8472448211683968e-9
WNK3	Other	24	821	36	644	520	10640	0.5981448514944252	-0.7414331936965511	0.9974256537074897	0.9999999957465616	0.0011194659549069342	1.8472448211683968e-9	1.1438127090301005	0.19385084068779299	0.2360490333544415	0.7254305208351314	0.6269977737105555	0.13940417642109434	downregulated set	0.8742690058479531	-0.19385084068779299	0.2360490333544415	0.7254305208351314	0.6269977737105555	0.13940417642109434
KHS1	STE	24	821	21	644	490	10640	0.6347659648512267	-0.6557033196706673	0.9929387353263777	0.9999999957465616	0.0030775468022027166	1.8472448211683968e-9	0.7080745341614907	-0.4980268639498753	0.9598588534684046	0.9999999209815102	0.01779262494646151	3.4317295423232916e-8	downregulated set	1.412280701754386	0.4980268639498753	0.9598588534684046	0.9999999209815102	0.01779262494646151	3.4317295423232916e-8
CDK10	CMGC	27	821	34	644	432	10640	0.809987819732034	-0.30402788138925296	0.8829832393544279	0.9999999957465616	0.05404754005206855	1.8472448211683968e-9	1.3003220611916264	0.3788689913608059	0.08301123668678774	0.38696007255533366	1.0808631160484685	0.41233384418901897	downregulated set	0.7690402476780186	-0.3788689913608059	0.08301123668678774	0.38696007255533366	1.0808631160484685	0.41233384418901897
ATM	PIKK	50	821	24	644	479	10640	1.3527980287800152	0.43594646264929166	0.025890682296748152	0.19612191839786725	1.5868565044585896	0.7074738672842469	0.827811563946628	-0.27262569274108894	0.8476472885455615	0.9999999209815102	0.07178482286553685	3.4317295423232916e-8	upregulated set	1.3527980287800152	0.43594646264929166	0.025890682296748152	0.19612191839786725	1.5868565044585896	0.7074738672842469
CDK12	CMGC	39	821	37	644	550	10640	0.9189679991141624	-0.12191347093902638	0.723171523125867	0.9999999957465616	0.14075868373954306	1.8472448211683968e-9	1.1114624505928854	0.15245920949086283	0.2860981690668001	0.7846791846313532	0.5434849215261943	0.1053078678694805	downregulated set	0.8997155049786628	-0.15245920949086283	0.2860981690668001	0.7846791846313532	0.5434849215261943	0.1053078678694805
CDK13	CMGC	33	821	38	644	591	10640	0.7236439404712589	-0.46664808220833187	0.9779764904845037	0.9999999957465616	0.009671585064720307	1.8472448211683968e-9	1.0623114838519825	0.08720684553998781	0.38035153361310065	0.8730796567027992	0.41981482828929795	0.05894613099284281	downregulated set	0.9413434903047093	-0.08720684553998781	0.38035153361310065	0.8730796567027992	0.41981482828929795	0.05894613099284281
