kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
P38G	CMGC	5	129	9	157	845	11819	0.5421310949039035	-0.8832863372219345	0.9571333949482795	1.0000000000550988	0.019027530715584128	2.3929111052634e-11	0.8018015301699771	-0.3186829241353572	0.7965787079826273	1.000000000018661	0.09877130617328331	8.104400894331518e-12	downregulated set	1.2471914337554406	0.3186829241353572	0.7965787079826273	1.000000000018661	0.09877130617328331	8.104400894331518e-12
AKT1	AGC	2	129	1	157	73	11819	2.5101412339386213	1.3277685401802324	0.1941118079071903	1.0000000000550988	0.7119480454825293	2.3929111052634e-11	1.0312363668091789	0.04437504671185953	0.6245125264231962	1.000000000018661	0.20445884615787993	8.104400894331518e-12	upregulated set	2.5101412339386213	1.3277685401802324	0.1941118079071903	1.0000000000550988	0.7119480454825293	2.3929111052634e-11
DRAK1	CAMK	12	129	8	157	366	11819	3.0039395094675307	1.5868557614973635	0.0007899476531957274	0.05771213761539577	3.102401686787368	1.238732839443238	1.6454700497720234	0.7184997673078346	0.11867640008622542	0.8007753821876846	0.9256356359851226	0.09648928660813728	upregulated set	3.0039395094675307	1.5868557614973635	0.0007899476531957274	0.05771213761539577	3.102401686787368	1.238732839443238
PDK1	AGC	8	129	7	157	529	11819	1.385560000586158	0.4704691869462241	0.22405310459121555	1.0000000000550988	0.649649033908974	2.3929111052634e-11	0.9961470386379782	-0.005569384464544737	0.5587464443266066	1.000000000018661	0.25278522755441	8.104400894331518e-12	upregulated set	1.385560000586158	0.4704691869462241	0.22405310459121555	1.0000000000550988	0.649649033908974	2.3929111052634e-11
PKG1	AGC	4	129	7	157	430	11819	0.8522805119884622	-0.2305997505292105	0.6944471913592871	1.0000000000550988	0.15836077422190709	2.3929111052634e-11	1.225492519626722	0.29336167806002067	0.34907485540524325	1.000000000018661	0.4570814332025616	8.104400894331518e-12	downregulated set	0.8159984528543629	-0.29336167806002067	0.34907485540524325	1.000000000018661	0.4570814332025616	8.104400894331518e-12
PKG2	AGC	3	129	2	157	385	11819	0.7139232860163093	-0.48615903580085773	0.7946757486650698	1.0000000000550988	0.09981004026314258	2.3929111052634e-11	0.3910662585821822	-1.3545150299903865	0.9648737269054778	1.000000000018661	0.015529519087757283	8.104400894331518e-12	upregulated set	0.7139232860163093	-0.48615903580085773	0.7946757486650698	1.0000000000550988	0.09981004026314258	2.3929111052634e-11
DAPK1	CAMK	12	129	8	157	328	11819	3.3519568916619398	1.7450035951633225	0.00030703080513487773	0.043320982286385104	3.5128180485328437	1.363301704477	1.8361037750504894	0.8766476009737932	0.07474517121820261	0.6862965720944058	1.126416858937013	0.16348817031259538	upregulated set	3.3519568916619398	1.7450035951633225	0.00030703080513487773	0.043320982286385104	3.5128180485328437	1.363301704477
DAPK2	CAMK	8	129	7	157	323	11819	2.2692298461612306	1.182202744366325	0.026978197195932543	0.3892568452555981	1.568987075198507	0.4097637414301213	1.6314606298436234	0.7061641729555559	0.14315261848289793	0.8201935756885168	0.8442007036516529	0.08608363672367905	upregulated set	2.2692298461612306	1.182202744366325	0.026978197195932543	0.3892568452555981	1.568987075198507	0.4097637414301213
DAPK3	CAMK	11	129	8	157	365	11819	2.7611553573324836	1.4652720639301673	0.0024927703429651698	0.0944136767398058	2.6033177308733806	1.024965089363019	1.6499781868946863	0.7224469518244974	0.11737206243811102	0.8007753821876846	0.9304352640155733	0.09648928660813728	upregulated set	2.7611553573324836	1.4652720639301673	0.0024927703429651698	0.0944136767398058	2.6033177308733806	1.024965089363019
STLK3	STE	19	129	16	157	1324	11819	1.314790744513923	0.3948332056966177	0.1324510540680481	0.8190340690330322	0.8779445811635391	0.08669803268974771	0.9097311755537169	-0.13648780121534068	0.6924667742268733	1.000000000018661	0.15960105997629828	8.104400894331518e-12	upregulated set	1.314790744513923	0.3948332056966177	0.1324510540680481	0.8190340690330322	0.8779445811635391	0.08669803268974771
HASPIN	Other	5	129	1	157	539	11819	0.8499086738289396	-0.23462026880489328	0.7051476221138944	1.0000000000550988	0.15171995427362345	2.3929111052634e-11	0.1396665209222079	-2.8399418571606287	0.9993193371141982	1.000000000018661	0.00029570878575856807	8.104400894331518e-12	upregulated set	0.8499086738289396	-0.23462026880489328	0.7051476221138944	1.0000000000550988	0.15171995427362345	2.3929111052634e-11
PASK	CAMK	7	129	6	157	521	11819	1.230980969810591	0.29980845883934576	0.3443208675963232	1.0000000000550988	0.4630366560426228	2.3929111052634e-11	0.8669511106764307	-0.2059774559654751	0.6947597463977356	1.000000000018661	0.15816535203232487	8.104400894331518e-12	upregulated set	1.230980969810591	0.29980845883934576	0.3443208675963232	1.0000000000550988	0.4630366560426228	2.3929111052634e-11
MPSK1	Other	8	129	8	157	1145	11819	0.6401408212315087	-0.6435387839240566	0.9388968982844751	1.0000000000550988	0.027382095662031588	2.3929111052634e-11	0.5259755792284372	-0.9269322773924293	0.9872509036947382	1.000000000018661	0.005572460053349314	8.104400894331518e-12	upregulated set	0.6401408212315087	-0.6435387839240566	0.9388968982844751	1.0000000000550988	0.027382095662031588	2.3929111052634e-11
AMPKA2	CAMK	5	129	3	157	425	11819	1.0778841769265846	0.10820216292254799	0.4975566793105205	1.0000000000550988	0.30315743932086403	2.3929111052634e-11	0.5313900337204945	-0.912156924712031	0.9233023634712412	1.000000000018661	0.03465605273006949	8.104400894331518e-12	upregulated set	1.0778841769265846	0.10820216292254799	0.4975566793105205	1.0000000000550988	0.30315743932086403	2.3929111052634e-11
PRKD3	CAMK	1	129	6	157	273	11819	0.33560496351194025	-1.575164041859603	0.9506641918622397	1.0000000000550988	0.021972864109931316	2.3929111052634e-11	1.6545110940015397	0.7264049653931806	0.16037631567645946	0.8378279939649521	0.7948597677881293	0.07684513284876156	downregulated set	0.6044081563584061	-0.7264049653931806	0.16037631567645946	0.8378279939649521	0.7948597677881293	0.07684513284876156
ULK2	Other	6	129	11	157	726	11819	0.7571913639566916	-0.40127013821434476	0.809882244683365	1.0000000000550988	0.09157812211136639	2.3929111052634e-11	1.140609920864698	0.18980548623342358	0.3729806744355285	1.000000000018661	0.42831367007721677	8.104400894331518e-12	downregulated set	0.8767239191132921	-0.18980548623342358	0.3729806744355285	1.000000000018661	0.42831367007721677	8.104400894331518e-12
AMPKA1	CAMK	6	129	5	157	442	11819	1.2437125118383667	0.3146530403899743	0.35468825807045773	1.0000000000550988	0.4501531885780001	2.3929111052634e-11	0.8515865925007925	-0.23177485891219246	0.7024298922944898	1.000000000018661	0.15339701506562828	8.104400894331518e-12	upregulated set	1.2437125118383667	0.3146530403899743	0.35468825807045773	1.0000000000550988	0.4501531885780001	2.3929111052634e-11
PRKD2	CAMK	3	129	10	157	386	11819	0.7120737438245572	-0.48990143748667436	0.7961152345447506	1.0000000000550988	0.0990240652965343	2.3929111052634e-11	1.9502656677997428	0.963670663211159	0.03563764968556358	0.4763852251049637	1.448090945551224	0.32204171644805296	downregulated set	0.5127506557238345	-0.963670663211159	0.03563764968556358	0.4763852251049637	1.448090945551224	0.32204171644805296
ULK1	Other	7	129	9	157	815	11819	0.7869215770200219	-0.34570822800058604	0.7927431823282289	1.0000000000550988	0.10086748426140536	2.3929111052634e-11	0.8313156969247001	-0.2665316420842506	0.7610509627098789	1.000000000018661	0.11858626033505139	8.104400894331518e-12	downregulated set	1.2029124479416382	0.2665316420842506	0.7610509627098789	1.000000000018661	0.11858626033505139	8.104400894331518e-12
PRKD1	CAMK	6	129	14	157	736	11819	0.7469034378159758	-0.4210063562756068	0.8200057141437528	1.0000000000550988	0.08618312125963193	2.3929111052634e-11	1.4319613680420935	0.517992571592468	0.1150251588044314	0.8007753821876846	0.9392071584731584	0.09648928660813728	downregulated set	0.6983428619776874	-0.517992571592468	0.1150251588044314	0.8007753821876846	0.9392071584731584	0.09648928660813728
WNK4	Other	5	129	9	157	470	11819	0.9746825004123371	-0.036995752617387676	0.5867010014908971	1.0000000000550988	0.231583170448064	2.3929111052634e-11	1.4415367936034693	0.5276076604691896	0.1776128329363127	0.8408857559328554	0.7505256586470492	0.07526300412863143	downregulated set	0.693704111082908	-0.5276076604691896	0.1776128329363127	0.8408857559328554	0.7505256586470492	0.07526300412863143
NLK	CMGC	2	129	12	157	594	11819	0.3084853705008744	-1.696726021740516	0.9897139174155218	1.0000000000550988	0.004490322617416698	2.3929111052634e-11	1.5208132278195972	0.6048429855122672	0.10090119703050936	0.8007753821876846	0.9961036815266059	0.09648928660813728	downregulated set	0.6575429393349691	-0.6048429855122672	0.10090119703050936	0.8007753821876846	0.9961036815266059	0.09648928660813728
TTBK1	CK1	13	129	14	157	931	11819	1.2793362142898774	0.35539545964254815	0.2184808526983851	1.0000000000550988	0.6605866178780232	2.3929111052634e-11	1.132033906422106	0.17891717009068717	0.3567013303616666	1.000000000018661	0.44769527090371686	8.104400894331518e-12	upregulated set	1.2793362142898774	0.35539545964254815	0.2184808526983851	1.0000000000550988	0.6605866178780232	2.3929111052634e-11
TTBK2	CK1	7	129	14	157	738	11819	0.8690258608012437	-0.20252898494254218	0.7012190682360063	1.0000000000550988	0.15414628265656483	2.3929111052634e-11	1.4280807139281584	0.514077521589085	0.11682279713917809	0.8007753821876846	0.9324723994696597	0.09648928660813728	downregulated set	0.7002405327982788	-0.514077521589085	0.11682279713917809	0.8007753821876846	0.9324723994696597	0.09648928660813728
NUAK1	CAMK	4	129	7	157	322	11819	1.1381385719100583	0.18667622094563288	0.4697514808535842	1.0000000000550988	0.3281318421470186	2.3929111052634e-11	1.6365272777623927	0.7106376495348641	0.1415772045230371	0.8201935756885168	0.8490066671746016	0.08608363672367905	downregulated set	0.6110500042304764	-0.7106376495348641	0.1415772045230371	0.8201935756885168	0.8490066671746016	0.08608363672367905
NUAK2	CAMK	3	129	3	157	261	11819	1.053105230330571	0.07464960321152132	0.5457631024253601	1.0000000000550988	0.2629958291548237	2.3929111052634e-11	0.8652902847939087	-0.20874389025685156	0.6767274364271586	1.000000000018661	0.16958621564395646	8.104400894331518e-12	upregulated set	1.053105230330571	0.07464960321152132	0.5457631024253601	1.0000000000550988	0.2629958291548237	2.3929111052634e-11
TAK1	TKL	19	129	13	157	1002	11819	1.7373083290782776	0.796853819308627	0.013299705825093442	0.28784363321452233	1.8761579650443099	0.5408433722202428	0.9766899322374358	-0.03402746946223952	0.5772740848638945	1.000000000018661	0.23861793852290247	8.104400894331518e-12	upregulated set	1.7373083290782776	0.796853819308627	0.013299705825093442	0.28784363321452233	1.8761579650443099	0.5408433722202428
NIM1	CAMK	10	129	10	157	608	11819	1.5069104447164423	0.5915936805040267	0.13102002689892545	0.8190340690330322	0.8826623157417092	0.08669803268974771	1.2381620851491786	0.30820018703565366	0.292206184902342	1.000000000018661	0.5343105959289942	8.104400894331518e-12	upregulated set	1.5069104447164423	0.5915936805040267	0.13102002689892545	0.8190340690330322	0.8826623157417092	0.08669803268974771
CDK17	CMGC	3	129	17	157	839	11819	0.32760484519222777	-1.6099714006584172	0.9954635216262335	1.0000000000550988	0.0019746498974461137	2.3929111052634e-11	1.5253448524555318	0.6091354464023931	0.0561924988191445	0.6080831122214566	1.2503216548736706	0.21603705771358486	downregulated set	0.6555894546667131	-0.6091354464023931	0.0561924988191445	0.6080831122214566	1.2503216548736706	0.21603705771358486
PLK4	Other	11	129	9	157	756	11819	1.333097493950207	0.4147822934764742	0.20576972065001545	1.0000000000550988	0.6866185320133322	2.3929111052634e-11	0.8961935092508341	-0.15811781718688342	0.6794334645325555	1.000000000018661	0.16785306637987088	8.104400894331518e-12	upregulated set	1.333097493950207	0.4147822934764742	0.20576972065001545	1.0000000000550988	0.6866185320133322	2.3929111052634e-11
SRPK2	CMGC	3	129	9	157	370	11819	0.7428661219358893	-0.4288258607349063	0.7720649943089805	1.0000000000550988	0.11234613815957845	2.3929111052634e-11	1.8311413324152177	0.8727431465178771	0.06168293617295424	0.6318446492943488	1.209834961588716	0.1993896879322784	downregulated set	0.5461074917035659	-0.8727431465178771	0.06168293617295424	0.6318446492943488	1.209834961588716	0.1993896879322784
CDK18	CMGC	4	129	17	157	859	11819	0.42663634476721624	-1.2289212220782137	0.9861133245921155	1.0000000000550988	0.006073172871228203	2.3929111052634e-11	1.4898304205008046	0.5751481257037528	0.06672946791227446	0.6318446492943488	1.1756823381146775	0.1993896879322784	downregulated set	0.671217332012761	-0.5751481257037528	0.06672946791227446	0.6318446492943488	1.1756823381146775	0.1993896879322784
PLK3	Other	5	129	8	157	596	11819	0.7686254617345611	-0.3796473265145495	0.7837708816225978	1.0000000000550988	0.10581087531253956	2.3929111052634e-11	1.010473218484162	0.015031085129715507	0.5397473686223038	1.000000000018661	0.2678094662620946	8.104400894331518e-12	downregulated set	0.9896353329384887	-0.015031085129715507	0.5397473686223038	1.000000000018661	0.2678094662620946	8.104400894331518e-12
SRPK3	CMGC	3	129	7	157	369	11819	0.7448793092582089	-0.42492140627899005	0.7704885222902825	1.0000000000550988	0.11323382643696064	2.3929111052634e-11	1.4280807139281584	0.514077521589085	0.22398353633518417	0.9577598282418939	0.6497839028334905	0.01874338272330181	downregulated set	0.7002405327982788	-0.514077521589085	0.22398353633518417	0.9577598282418939	0.6497839028334905	0.01874338272330181
CDK19	CMGC	7	129	16	157	1050	11819	0.6108010335917312	-0.7112255914356312	0.9458889966833224	1.0000000000550988	0.02415982655432769	2.3929111052634e-11	1.1471276918410678	0.1980259930383921	0.3224878522837975	1.000000000018661	0.49148664005344983	8.104400894331518e-12	downregulated set	0.8717425332092392	-0.1980259930383921	0.3224878522837975	1.000000000018661	0.49148664005344983	8.104400894331518e-12
MEKK6	STE	6	129	8	157	819	11819	0.6712099270238805	-0.5751640418596027	0.8885550462389991	1.0000000000550988	0.051315662358025586	2.3929111052634e-11	0.7353382640006845	-0.44352003604913154	0.857269763482228	1.000000000018661	0.0668824938801679	8.104400894331518e-12	downregulated set	1.3599183518064133	0.44352003604913154	0.857269763482228	1.000000000018661	0.0668824938801679	8.104400894331518e-12
MEKK1	STE	2	129	9	157	635	11819	0.2885674174449124	-1.7930196825992786	0.9931592364294785	1.0000000000550988	0.0029811140842950033	2.3929111052634e-11	1.0669642409348512	0.09351182537466095	0.47102251701869924	1.000000000018661	0.32695833112327893	8.104400894331518e-12	downregulated set	0.9372385330588225	-0.09351182537466095	0.47102251701869924	1.000000000018661	0.32695833112327893	8.104400894331518e-12
MEKK3	STE	9	129	3	157	501	11819	1.6458710486004733	0.7188513073073536	0.10037835020590757	0.750397766201963	0.9983599465535301	0.12470846744296465	0.4507799687249704	-1.1495046868821754	0.963939592256077	1.000000000018661	0.015950181420682438	8.104400894331518e-12	upregulated set	1.6458710486004733	0.7188513073073536	0.10037835020590757	0.750397766201963	0.9983599465535301	0.12470846744296465
PLK2	Other	12	129	5	157	711	11819	1.546331730611978	0.6288498501619908	0.090604566585695	0.7419779371747456	1.0428499127758508	0.1296090083405408	0.529397009684037	-0.9175780491401762	0.961998860582003	1.000000000018661	0.016825442352251203	8.104400894331518e-12	upregulated set	1.546331730611978	0.6288498501619908	0.090604566585695	0.7419779371747456	1.0428499127758508	0.1296090083405408
MEKK2	STE	5	129	5	157	677	11819	0.6766628880262902	-0.5634908296273847	0.8666277188151573	1.0000000000550988	0.062167424307012345	2.3929111052634e-11	0.5559841564037671	-0.8468843230957575	0.9489834883344628	1.000000000018661	0.02274134393478751	8.104400894331518e-12	upregulated set	0.6766628880262902	-0.5634908296273847	0.8666277188151573	1.0000000000550988	0.062167424307012345	2.3929111052634e-11
PLK1	Other	7	129	7	157	623	11819	1.029439944255727	0.04185966809385215	0.5243530049880605	1.0000000000550988	0.28037623877627266	2.3929111052634e-11	0.845845559292922	-0.2415338253745209	0.7258921521709091	1.000000000018661	0.13912789885402818	8.104400894331518e-12	upregulated set	1.029439944255727	0.04185966809385215	0.5243530049880605	1.0000000000550988	0.28037623877627266	2.3929111052634e-11
QSK	CAMK	4	129	7	157	585	11819	0.6264625985556218	-0.6746997154105171	0.8856293487364442	1.0000000000550988	0.052747999872002516	2.3929111052634e-11	0.9007893734008383	-0.15073828682128596	0.6638345185697531	1.000000000018661	0.17794016856706885	8.104400894331518e-12	downregulated set	1.1101374300460518	0.15073828682128596	0.6638345185697531	1.000000000018661	0.17794016856706885	8.104400894331518e-12
BRAF	TKL	18	129	9	157	884	11819	1.86556876775755	0.8996155411111305	0.008125382745728382	0.1893839209196692	2.0901561724484417	0.7226568962529734	0.7664279332507133	-0.3837779523572422	0.8368090381522693	1.000000000018661	0.07737363775206456	8.104400894331518e-12	upregulated set	1.86556876775755	0.8996155411111305	0.008125382745728382	0.1893839209196692	2.0901561724484417	0.7226568962529734
CDC7	Other	9	129	10	157	873	11819	0.9445376808119555	-0.08231974312687791	0.6191874005831153	1.0000000000550988	0.20817788939379978	2.3929111052634e-11	0.8623167786605963	-0.2137101431502009	0.7297690063872493	1.000000000018661	0.1368145852586019	8.104400894331518e-12	upregulated set	0.9445376808119555	-0.08231974312687791	0.6191874005831153	1.0000000000550988	0.20817788939379978	2.3929111052634e-11
HPK1	STE	3	129	9	157	358	11819	0.7677666623359751	-0.38126017748285035	0.7525627293601793	1.0000000000550988	0.12345729390084853	2.3929111052634e-11	1.8925203714905883	0.920308829769933	0.052407768605262924	0.5881316254590616	1.280604331101672	0.23052546675835436	downregulated set	0.5283958973780447	-0.920308829769933	0.052407768605262924	0.5881316254590616	1.280604331101672	0.23052546675835436
SRPK1	CMGC	3	129	8	157	440	11819	0.6246828752642706	-0.6788041137432537	0.8622510913751005	1.0000000000550988	0.06436624726166316	2.3929111052634e-11	1.3687319050376374	0.4528398920672172	0.23475439062136277	0.9743915117571633	0.6293862763577058	0.011266507975856764	downregulated set	0.7306032659277435	-0.4528398920672172	0.23475439062136277	0.9743915117571633	0.6293862763577058	0.011266507975856764
ICK	CMGC	3	129	4	157	462	11819	0.5949360716802576	-0.7491934416346518	0.8833329623953623	1.0000000000550988	0.053875563156078485	2.3929111052634e-11	0.6517770976369702	-0.6175494358241808	0.8651341901880891	1.000000000018661	0.0629165242828733	8.104400894331518e-12	downregulated set	1.5342668584482613	0.6175494358241808	0.8651341901880891	1.000000000018661	0.0629165242828733	8.104400894331518e-12
NDR1	AGC	3	129	1	157	190	11819	1.4466340269277844	0.532699991450458	0.34626444508985454	1.0000000000550988	0.4605921001167842	2.3929111052634e-11	0.39621186724773716	-1.335656002739071	0.9211987025464157	1.000000000018661	0.03564668238532386	8.104400894331518e-12	upregulated set	1.4466340269277844	0.532699991450458	0.34626444508985454	1.0000000000550988	0.4605921001167842	2.3929111052634e-11
NDR2	AGC	3	129	4	157	447	11819	0.6149003693876489	-0.7015754214019118	0.8692933957324482	1.0000000000550988	0.06083361982018086	2.3929111052634e-11	0.6736488123227747	-0.5699314155914407	0.8477455753201709	1.000000000018661	0.07173446827833228	8.104400894331518e-12	downregulated set	1.4844529994077331	0.5699314155914407	0.8477455753201709	1.000000000018661	0.07173446827833228	8.104400894331518e-12
CHK2	CAMK	2	129	14	157	225	11819	0.8144013781223083	-0.29618809215678743	0.7070607811938645	1.0000000000550988	0.1505432512632364	2.3929111052634e-11	4.684104741684359	2.227773336432444	0.0000030182948053858333	0.0003526776677888447	5.520238343718992	3.452622039802708	downregulated set	0.21348796731654845	-2.227773336432444	0.0000030182948053858333	0.0003526776677888447	5.520238343718992	3.452622039802708
CHK1	CAMK	6	129	21	157	665	11819	0.8266480153873055	-0.27465493060714596	0.7385766461801805	1.0000000000550988	0.1316044288748984	2.3929111052634e-11	2.377271203486423	1.2493064979820854	0.0002409200976245676	0.010428398511463426	3.6181269695185483	1.9817823810305	downregulated set	0.420650365231125	-1.2493064979820854	0.0002409200976245676	0.010428398511463426	3.6181269695185483	1.9817823810305
WNK1	Other	3	129	8	157	289	11819	0.9510742737587511	-0.07237008271927288	0.6144758013853007	1.0000000000550988	0.2114952153515943	2.3929111052634e-11	2.0838824851784103	1.0592739230911983	0.04182252220107874	0.5068889690770743	1.3785897796249833	0.29508715979471595	downregulated set	0.479873508757086	-1.0592739230911983	0.04182252220107874	0.5068889690770743	1.3785897796249833	0.29508715979471595
WNK3	Other	8	129	9	157	563	11819	1.3018849739077751	0.38060198698002	0.275384051970747	1.0000000000550988	0.560061214194023	2.3929111052634e-11	1.2034143747666617	0.2671334949539596	0.33560290867643405	1.000000000018661	0.4741742837889549	8.104400894331518e-12	upregulated set	1.3018849739077751	0.38060198698002	0.275384051970747	1.0000000000550988	0.560061214194023	2.3929111052634e-11
KHS1	STE	1	129	8	157	526	11819	0.17418280425619712	-2.521325890232053	0.9971239220977588	1.0000000000550988	0.0012508644177088777	2.3929111052634e-11	1.1449468407158945	0.19528061629957452	0.4012901996048978	1.000000000018661	0.3965414465693921	8.104400894331518e-12	downregulated set	0.873402995177257	-0.19528061629957452	0.4012901996048978	1.000000000018661	0.3965414465693921	8.104400894331518e-12
CDK10	CMGC	1	129	10	157	482	11819	0.19008330920904498	-2.395296237169712	0.9952637433489853	1.0000000000550988	0.002061816638195406	2.3929111052634e-11	1.561831011972408	0.6432383642492776	0.11240802080904584	0.8007753821876846	0.9492026988307628	0.09648928660813728	downregulated set	0.6402741348675861	-0.6432383642492776	0.11240802080904584	0.8007753821876846	0.9492026988307628	0.09648928660813728
ATM	PIKK	11	129	8	157	534	11819	1.8873065644688325	0.9163287860099931	0.03361116082190212	0.4427905099581018	1.4735164881303204	0.3538016956456082	1.1277940790572294	0.17350367390432295	0.4173835618128017	1.000000000018661	0.37946465913872945	8.104400894331518e-12	upregulated set	1.8873065644688325	0.9163287860099931	0.03361116082190212	0.4427905099581018	1.4735164881303204	0.3538016956456082
CDK12	CMGC	3	129	9	157	614	11819	0.44765548064540567	-1.1595392455887734	0.9658856093444814	1.0000000000550988	0.015074304404520822	2.3929111052634e-11	1.1034565032469554	0.14202976166401002	0.43149098809196	1.000000000018661	0.3650282703144819	8.104400894331518e-12	downregulated set	0.9062432429891605	-0.14202976166401002	0.43149098809196	1.000000000018661	0.3650282703144819	8.104400894331518e-12
CDK13	CMGC	3	129	7	157	652	11819	0.4215651305464403	-1.2461725544496716	0.975382925930343	1.0000000000550988	0.01082485099905218	2.3929111052634e-11	0.8082235942323472	-0.3071736265815967	0.7677456265039976	1.000000000018661	0.11478264885505361	8.104400894331518e-12	downregulated set	1.2372813750256852	0.3071736265815967	0.7677456265039976	1.000000000018661	0.11478264885505361	8.104400894331518e-12
